partial,f,sigma,r2,fittedFrameCount
1,34.9915,0.155666,0.750632,1279
2,68.6371,0.182656,0.873916,1274
3,103.629,0.15064,0.801226,1276
4,137.274,0.167218,0.849403,1276
5,172.266,0.158729,0.819688,1277
7,240.903,0.179821,0.845431,1278
8,275.894,0.152732,0.769232,1247
9,310.886,0.125568,0.679787,1277
11,380.869,0.149892,0.678518,1275
13,450.851,0.177882,0.849257,1276
15,520.834,0.209613,0.91158,1274
16,557.172,0.125704,0.607683,1276
17,592.163,0.180762,0.835535,1274
18,627.155,0.227012,0.859313,1259
19,663.492,0.210085,0.851881,1271
20,699.829,0.216972,0.770664,1273
21,734.821,0.161553,0.801851,1273
22,772.504,0.198147,0.873397,1272
23,808.841,0.212373,0.918402,1274
24,845.178,0.241078,0.91195,1276
25,881.516,0.23102,0.90413,1275
26,919.199,0.304264,0.974897,1274
27,956.882,0.307496,0.953831,1271
28,998.602,0.445091,0.943482,918
37,1379.47,0.43852,0.969134,1275
38,1421.19,0.48345,0.991609,1151
39,1460.22,0.5,0.990335,1046
40,1497.9,0.680176,0.768648,548
41,1543.66,0.547573,0.977816,980
42,1584.04,0.654381,0.936934,854
43,1625.76,0.594295,0.979084,914
45,1710.54,0.663987,0.976667,804
