partial,f,sigma,r2,fittedFrameCount
1,26.9165,0.218913,0.931365,1272
2,55.1788,0.239773,0.937541,1276
3,82.0953,0.22138,0.931444,1273
4,109.012,0.142783,0.671262,1274
5,135.928,0.161898,0.788429,1275
6,164.191,0.208657,0.855369,1276
13,357.99,0.182063,0.869805,1276
14,386.252,0.209178,0.90824,1274
15,415.86,0.315843,0.825259,1272
16,442.776,0.198186,0.797989,1277
17,472.385,0.178775,0.760251,1276
18,501.993,0.195333,0.779537,1271
19,530.255,0.182361,0.820556,1272
20,559.863,0.201846,0.801412,1271
21,589.471,0.133543,0.647245,1274
22,619.08,0.220438,0.930767,1274
23,648.688,0.232991,0.941689,1275
24,679.642,0.275149,0.973139,1276
25,710.596,0.254385,0.941412,1273
26,741.55,0.247796,0.950079,1271
27,771.158,0.282637,0.974633,1272
28,803.458,0.285004,0.955949,1265
29,834.412,0.367173,0.989959,1264
30,866.711,0.346555,0.988122,1263
31,899.011,0.350365,0.968586,1273
32,931.311,0.379523,0.934897,1274
33,964.957,0.51748,0.971476,1097
34,997.256,0.518536,0.994763,1064
35,1030.9,0.455805,0.997657,1179
36,1064.55,0.474428,0.995343,1202
37,1096.85,0.506184,0.998529,1142
39,1149.33,1.04236,0.998975,518
40,1178.94,1.03669,0.999911,560
41,1205.86,0.621293,0.979985,828
42,1240.85,0.690011,0.987149,800
43,1275.84,0.778585,0.989854,722
44,1312.18,0.776423,0.986965,696
45,1349.86,0.936789,0.990584,603
46,1386.2,0.93956,0.994727,585
47,1423.88,1.03629,0.999585,569
48,1462.91,1.05146,0.986032,510
49,1500.6,1.21386,0.993522,467
50,1539.62,1.22359,0.975316,423
51,1580,1.28715,0.9629,424
52,1620.37,1.26279,0.963638,422
53,1659.4,1.43038,0.992912,397
54,1699.78,1.37303,0.992633,401
55,1733.42,1.45999,0.999732,382
56,1776.49,1.66986,0.999866,348
61,1955.48,2.51769,0.987627,223
62,1998.55,2.41595,0.999748,238
64,2088.72,2.5273,0.999945,227
65,2135.82,2.46739,0.996563,226
67,2227.34,2.39872,0.98066,218
74,2519.38,3.22392,0.995471,172
75,2567.83,3.37791,0.982132,151
76,2618.98,3.11391,0.975166,148
77,2666.08,3.12317,0.936175,162
84,2987.73,4.92775,0.997979,107
94,3102.13,4.76761,0.996456,206
96,3155.96,4.46291,0.997523,212
