partial,f,sigma,r2,fittedFrameCount
1,26.9165,0.209513,0.923293,1272
2,55.1788,0.244205,0.954436,1277
3,82.0953,0.211084,0.901182,1273
4,109.012,0.138329,0.651808,1274
5,135.928,0.182306,0.873279,1275
6,164.191,0.216971,0.857491,1274
13,357.99,0.179896,0.864296,1276
14,386.252,0.212206,0.918594,1274
15,415.86,0.322882,0.866068,1272
16,442.776,0.194126,0.784693,1277
17,472.385,0.174664,0.750839,1276
18,501.993,0.18617,0.757618,1254
19,530.255,0.177475,0.809747,1272
20,559.863,0.198474,0.794877,1271
21,589.471,0.12978,0.636476,1274
22,619.08,0.215702,0.924182,1274
23,648.688,0.22744,0.943844,1274
24,679.642,0.273961,0.970452,1275
25,710.596,0.25175,0.928928,1271
26,741.55,0.244527,0.94383,1271
27,771.158,0.278226,0.971234,1270
28,803.458,0.280051,0.952305,1265
29,834.412,0.361516,0.989246,1263
30,866.711,0.33801,0.987212,1263
31,899.011,0.3486,0.971758,1271
32,931.311,0.378943,0.944065,1272
34,997.256,0.507438,0.994746,1090
35,1030.9,0.446705,0.99741,1176
36,1064.55,0.464092,0.995347,1226
37,1096.85,0.49593,0.998559,1166
40,1178.94,1.02751,0.998338,513
41,1205.86,0.606385,0.980228,851
42,1240.85,0.67452,0.986315,816
43,1275.84,0.75934,0.989785,739
44,1312.18,0.761236,0.986825,709
45,1349.86,0.916143,0.990887,621
46,1386.2,0.9172,0.994773,599
47,1423.88,1.01245,0.999414,581
48,1462.91,1.02697,0.985875,518
49,1500.6,1.18773,0.993607,474
50,1539.62,1.20804,0.975575,427
51,1580,1.2656,0.963682,434
52,1620.37,1.23031,0.966621,443
53,1659.4,1.40224,0.993141,405
54,1699.78,1.34393,0.992636,409
56,1776.49,1.6289,0.999876,358
61,1955.48,2.47525,0.989513,230
62,1998.55,2.39943,0.999909,238
64,2088.72,2.50407,0.999806,220
74,2519.38,3.30901,0.991766,161
84,2987.73,5.25701,0.990991,97
94,3102.13,5.08886,0.990131,199
96,3155.96,4.40653,0.996421,213
